title,time,up_name,up_uid,up_progress,url
20年老书虫觉得还是值得一看的,2023-05-02 00:29:02,清风斜阳1,196758266,看到第5话,https://www.bilibili.com/read/cv23420585
我不认为改动是扣分项。,2023-04-21 22:54:52,伽蓝之瞳·伪,4204396,看到第5集预告,https://www.bilibili.com/read/cv23215502
作为原著小说粉丝，我觉得当原创动画来看也蛮好的,2023-04-21 20:46:42,无尽的希灵使徒,7856374,看到第4话,https://www.bilibili.com/read/cv23212785
改动好多,2023-04-16 01:38:18,Restcalm,57815433,看到第3话,https://www.bilibili.com/read/cv23083676
刚看完第三集，有点失望，又有点感觉习以为常,2023-04-14 17:04:23,潜行者模板的圣骑,8568796,看到第3话,https://www.bilibili.com/read/cv23057159
感谢远瞳和技能点的强援吧！让这部剧到现在只有人设这一点让人吐槽。,2023-04-14 11:53:02,天飞白山,165810844,看到第3话,https://www.bilibili.com/read/cv23049753
改的过于离谱,2023-08-30 12:06:28,大神仙2213,335279917,看到第4话,https://www.bilibili.com/read/cv26099030
编剧导演们能不能带着你们的臭毛病找个坑把自己埋了啊,2023-08-16 10:22:09,冰河坠梦来,23068623,看到第1话,https://www.bilibili.com/read/cv25777676
建议看完动画再去看小说,2023-08-06 19:28:15,暗夜中的游魂,1817153,看到第16话,https://www.bilibili.com/read/cv25557378
不错,2023-07-18 23:05:06,初见恍然若梦,31357696,看到第16话,https://www.bilibili.com/read/cv25114018
