title,time,up_name,up_uid,up_progress,url
非常奈斯,2023-07-30 00:03:46,半夢不醒半我浮生,285665647,看到第4话,https://www.bilibili.com/read/cv25383280
三年以来看过最好的打戏，没有之一！！！,2023-07-27 18:11:30,秋梦元,1624819971,看到第2话,https://www.bilibili.com/read/cv25333083
不忘初心，不负热爱，雾山五行，不愧国漫之光,2023-07-26 21:09:43,葉小静-娜娜,23692601,看到第4话,https://www.bilibili.com/read/cv25309073
一次性看完三集，聊聊我为啥喜欢,2022-08-07 04:43:47,年年太阳花,525908087,看到第3话,https://www.bilibili.com/read/cv17969495
【7.8分】最后一集完成了华丽的救赎,2023-08-03 23:44:37,卫宫巨侠欧尼酱,80907039,看到第7话,https://www.bilibili.com/read/cv25501839
文戏欠缺,2023-08-08 21:33:29,是什么哼,1471707257,看到第6话,https://www.bilibili.com/read/cv25610270
剧情不行，台本高中生写的吧,2023-09-17 00:15:45,G风剑豪,49344296,看到第7话,https://www.bilibili.com/read/cv26565744
国漫水墨风巨作！诚意满满！不愧等待！催更！,2023-08-16 23:54:45,哈不过柴,325801302,看到第7话,https://www.bilibili.com/read/cv25796662
画面优秀，然而剧情过于薄弱,2023-07-26 23:07:12,白歆QwQ,1758749628,看到第4话,https://www.bilibili.com/read/cv25311246
打戏巅峰画面优美,2023-09-14 01:17:40,暮雨凌尘萧无心,511252275,看到第3话,https://www.bilibili.com/read/cv26510308
