title,time,up_name,up_uid,up_progress,url
人物塑造非常棒，剧情稍显拖沓（非原著党），原著党能不能别老在弹幕剧透啊￣へ￣,2022-08-28 20:51:53,望气观星,39213182,看到第7话,https://www.bilibili.com/read/cv18334585
浅谈一下对战千年的看法,2022-08-13 18:23:29,长屿啊啊啊,693157426,看到第5话,https://www.bilibili.com/read/cv18082741
漫画党的我希望《战国千年》漫画能火出圈必须打满分,2022-07-30 23:59:44,榴莲也是罪,93288739,看到第3集预告,https://www.bilibili.com/read/cv17845091
呦，不错的,2022-07-30 19:31:14,毕业咯咯,76174463,看到第3话,https://www.bilibili.com/read/cv17841186
好看,2023-05-20 06:54:33,杰克船长214,519562564,看到第15话,https://www.bilibili.com/read/cv23794621
动漫画面制作还行，女二刻画生动，但剧情用仁义道德绑架，社畜看的憋屈,2023-01-31 01:18:56,优幽酱,134758545,看到第12话,https://www.bilibili.com/read/cv21508836
不错,2022-12-28 21:08:17,沉默者4,1988085344,看到第12话,https://www.bilibili.com/read/cv20814664
浅谈人物塑造方面的问题,2022-11-30 23:49:43,月见na红棉,259214173,看到第16话,https://www.bilibili.com/read/cv20157519
鼓励抢劫偷窃？不法不耻不仁不义！,2022-11-03 01:54:03,应是不相识,471300286,看到第10话,https://www.bilibili.com/read/cv19492617
到底是谁还没看战国千年,2022-11-06 16:39:10,剑与风吟,11874753,看到第16话,https://www.bilibili.com/read/cv19568642
