title,time,up_name,up_uid,up_progress,url
三体，又见面了。,2023-01-10 15:18:16,走路太猫丶会摔跤,1696509008,看到第6话,https://www.bilibili.com/read/cv21106686
未出乎预料，但也合乎预期。,2022-12-18 23:53:20,阎王落笔,323852626,看到第6话,https://www.bilibili.com/read/cv20594366
我来当“罗辑”啦！哈哈,2023-02-06 11:23:35,凭栏处-潇潇雨歇,1741493615,看到第10话,https://www.bilibili.com/read/cv21652435
相比于动画本身，某些原著党的评论比动画本身更让人无语。,2022-12-19 01:53:44,25801页呢,107727693,看到第3集预告,https://www.bilibili.com/read/cv20595322
我在看三体时的一点疑惑,2022-12-19 01:47:33,gorgeys,472296269,看到第3集预告,https://www.bilibili.com/read/cv20595299
请允许我在此，以浅薄的知识向各位介绍一下黑暗森林理论,2022-12-19 02:21:03,浮游鲸落,272459273,看到第1话,https://www.bilibili.com/read/cv20595490
平庸之作，能看但毫无惊喜，原著党表示看它浪费时间，不如我的三体,2022-12-19 00:45:01,龙汉一启明,185336653,看到第3话,https://www.bilibili.com/read/cv20594951
还行但遗憾,2022-12-19 08:37:51,将黎梦,434060080,看到第1话,https://www.bilibili.com/read/cv20596854
能看，但不是三体。,2022-12-17 11:28:34,顾梦焱,101185920,看到人类世界的一切,https://www.bilibili.com/read/cv20554500
9分的原著，3分的改编。浅谈编剧进行的改编造成的逻辑硬伤。,2022-12-17 11:04:02,叶藏不是叶藏,13399294,看到正式PV,https://www.bilibili.com/read/cv20553775
