title,time,up_name,up_uid,up_progress,url
第七集之后真是漏洞百出，真不知道导演和编剧是对历史的无知吗？连最基本逻辑性都没有,2023-08-19 21:37:38,秋风陆雨,396717490,看到第11话,https://www.bilibili.com/read/cv23977239
敷衍又不敷衍的动漫,2023-06-05 14:35:30,木易琹,458232420,看到第8话,https://www.bilibili.com/read/cv24143337
多一点支持才能早一点超越！,2023-05-09 21:37:18,叶与陌,221102434,看到第1话,https://www.bilibili.com/read/cv23575927
结合原作、人物设定以及前3集的角色猜想,2023-05-02 10:46:26,screen,171181,看到第2话,https://www.bilibili.com/read/cv23424363
