title,time,up_name,up_uid,up_progress,url
我讨厌非人哉！,2019-07-14 19:03:46,燧-种花兔有点腹黑,26334583,看到第4话,https://www.bilibili.com/read/cv3073049
是它，让我走进了漫画：浅谈我为何喜欢《非人哉》,2022-11-05 02:47:54,一条能说的龙,477153220,看到第1话,https://www.bilibili.com/read/cv19539678
一部让我用一天看完的“泡面番”,2022-11-04 18:05:44,李乾空,399660678,看到电影PV,https://www.bilibili.com/read/cv19531908
非人哉——成熟的商业泡面番,2019-01-31 17:28:22,风之雾隐,3989056,看到第14话,https://www.bilibili.com/read/cv1970254
大爱非人哉,2022-01-25 17:20:31,睡午觉最舒服了,438200795,看到第9话,https://www.bilibili.com/read/cv14989865
神明鬼怪也有人情世俗的冷暖和轻狂,2021-01-24 11:26:05,沼泽美学,229590824,看到第34话,https://www.bilibili.com/read/cv9429445
古代妖精的现代生活（补番日记8）,2020-01-25 23:19:41,夏满檠,21884381,看到第48话,https://www.bilibili.com/read/cv4469809
挺可以也挺可惜。,2020-01-08 15:43:12,TXR-C,853179,看到第46话,https://www.bilibili.com/read/cv4311383
这是专门针对某长评的评论,2019-12-02 13:54:44,茵璐,26802206,看到第14话,https://www.bilibili.com/read/cv4080593
《非人哉》——一个将远古神话与现代社会生活有机结合的国漫,2019-05-10 20:47:36,人民是世界的主人,93901906,看到第31话,https://www.bilibili.com/read/cv2655208
