title,time,up_name,up_uid,up_progress,url
奇奇怪怪的番,2023-08-01 16:51:28,nakiton,35735269,看到第4话,https://www.bilibili.com/read/cv25441969
原著党对«无脑魔女»动漫化的看法,2023-07-16 16:46:23,无处不在の淳平,385838249,看到第2话,https://www.bilibili.com/read/cv25054554
没开玩笑,2023-09-19 14:11:31,Ewigundehrlich,68196199,看到第10话,https://www.bilibili.com/read/cv26608741
前几集合一集不好吗？,2023-07-15 15:09:38,取名什么的好讨厌,332862692,看到第7话,https://www.bilibili.com/read/cv25035469
体现了国漫现阶段的困境,2023-08-08 15:24:24,吾名曰白修德,392371350,看到第6话,https://www.bilibili.com/read/cv25601457
有点勉强,2023-08-08 14:24:46,奥斯特里亚呆呆,52862021,看到第7话,https://www.bilibili.com/read/cv25599440
无话可说，不如漫画,2023-08-11 17:16:43,划水不香吗,321607875,看到第1话,https://www.bilibili.com/read/cv25681844
改编动漫弟中弟,2023-08-09 08:12:39,温柔的阿克曼,1098355441,看到第1话,https://www.bilibili.com/read/cv25614770
《无脑魔女》加油！,2023-07-19 00:03:44,谢小麦啊,20119149,看到定档PV,https://www.bilibili.com/read/cv25114977
无脑动画化了，谈谈我的想法,2023-07-11 15:13:17,cassim,4533217,看到第3话,https://www.bilibili.com/read/cv24935825
