title,time,up_name,up_uid,up_progress,url
我心中非常完美的一部作品,2023-08-16 23:58:54,荨无恙,24383024,看到第1话,https://www.bilibili.com/read/cv25796714
说点看番的意见,2023-03-27 21:33:21,随和温馨最重要,526566028,看到第9话,https://www.bilibili.com/read/cv22682707
标题。。。忘啦！！,2023-06-10 22:38:47,狗兵Ama,1636469996,看到第24话,https://www.bilibili.com/read/cv24268692
.,2022-02-04 18:40:28,倒也不是这个意思,272234958,看到第3话,https://www.bilibili.com/read/cv15118251
倒数第二集毁了一整集,2022-12-04 23:34:22,黑咖入脑,407982231,看到第24话,https://www.bilibili.com/read/cv20251635
搞笑番下的群像剧——标签与撕掉标签,2022-10-25 13:16:38,疾风w剑豪,13361266,看到第16话,https://www.bilibili.com/read/cv19304174
失望，笑点少了很多，人物形象有问题（不是人物过于夸张）。,2022-07-24 00:36:35,Zero冕,545213140,看到第1话,https://www.bilibili.com/read/cv17721918
个人的稀烂想法,2021-06-06 12:53:26,松软茶糕团,34627985,看到第9话,https://www.bilibili.com/read/cv11597959
表达下看法,2022-07-18 00:05:05,-柠檬树yu吉他-,392550148,看到第17话,https://www.bilibili.com/read/cv17618684
作品真的是个好作品，但是我要小小吐槽一下心美美,2022-04-17 20:28:55,idahua,383173226,看到第4话,https://www.bilibili.com/read/cv16182402
