title,time,up_name,up_uid,up_progress,url
快节奏的邪道运动漫,2022-10-26 15:56:37,超合金流体,2047690,看到第5话,https://www.bilibili.com/read/cv19331064
剑走偏锋的邪道足球,2022-10-24 00:08:22,xxhhbbzz动画频道,10440323,看到第2话,https://www.bilibili.com/read/cv19273896
懂球的人能从蓝色监狱里看什么,2022-10-28 23:43:40,隙行妖,144456,看到第3话,https://www.bilibili.com/read/cv19385928
上到番下到魔怔粉都是乐色,2023-09-18 03:37:51,乙之林一,382140252,看到第23话,https://www.bilibili.com/read/cv26580664
大逃杀类型的运动番，爽！,2023-09-13 09:37:20,ZovNI,26155352,看到第11话,https://www.bilibili.com/read/cv26492151
蓝色监狱yyds,2023-08-30 04:44:45,风平浪静的三明治,687528265,看到第9话,https://www.bilibili.com/read/cv26091440
一个披着足球外衣的gay向乐色番,2023-08-25 13:56:31,凯哈弗呲,401334980,看到第3话,https://www.bilibili.com/read/cv25991526
对于蓝锁的初见观感。,2023-08-14 19:52:26,暖雪吖,473097523,看到第9话,https://www.bilibili.com/read/cv25743389
强推,2023-08-05 10:06:02,任天堂是垃圾ps是天,1902215002,看到第24话,https://www.bilibili.com/read/cv25531292
当乐子看得了（漫画已追平）,2023-07-23 22:22:12,随便一个名字25,646321064,看到第20话,https://www.bilibili.com/read/cv25230449
