title,time,up_name,up_uid,up_progress,url
第一次长评,2023-09-08 06:07:24,Pray丶for丶you,393636597,无观看记录,https://www.bilibili.com/read/cv26381960
好看，但又不好看,2023-08-26 04:28:27,花花花花花hua花,13225530,看到第12话,https://www.bilibili.com/read/cv26007066
异世界美食番，包教包会,2023-08-08 20:48:40,紫冰幻空,22669650,看到第12话,https://www.bilibili.com/read/cv25609435
神作,2023-07-28 11:07:29,K-Friedrich,520481428,看到第12话,https://www.bilibili.com/read/cv25346769
厕纸？戳啦！金边纸嘛!,2023-07-13 22:26:06,芋头择龙,176364137,看到第12话,https://www.bilibili.com/read/cv24998092
这番打广告的形式国漫可以学习,2023-07-04 18:45:42,万事通银时,6726383,看到本PV,https://www.bilibili.com/read/cv24780660
食之无味，弃之不可惜,2023-07-13 03:16:07,21年钻石单身贵族,433973761,看到第5话,https://www.bilibili.com/read/cv24974751
为黑而黑的饱饱能不能滚去看宝宝巴士?,2023-07-09 22:12:41,塞仂拉夫lavvv,1263679994,看到第3话,https://www.bilibili.com/read/cv24894598
不能带脑子的系统流i,2023-07-10 01:31:25,Byetwo2,49882167,看到第12话,https://www.bilibili.com/read/cv24897151
现在的人思维真是被固化了,2023-06-26 11:44:11,寿司勇者トロ,597221369,看到第9话,https://www.bilibili.com/read/cv24589613
