title,time,up_name,up_uid,up_progress,url
博人传并不火影,2019-02-04 19:31:12,灰之魔女イレイナ,3792798,看到第209话,https://www.bilibili.com/read/cv1999027
《博人传》TV动画主线剧情整理及单集评分,2021-12-07 09:58:01,爱丽丝玉米,69722711,看到第208话,https://www.bilibili.com/read/cv14315960
原跟风者的自述与浅评,2021-11-19 22:23:25,Dandruuuuuff,59984721,看到第217话,https://www.bilibili.com/read/cv14077451
我实在看不下去了md！今儿个我就要一吐为快！,2019-02-19 18:34:51,账号已注销,33264459,看到第201话,https://www.bilibili.com/read/cv2108898
720集就交给你了,2023-09-02 17:35:48,暗雷天闪-伊修兰迪,88811903,看到第204话,https://www.bilibili.com/read/cv26266604
很不理解,2023-09-01 17:06:54,云中藏雪,544406436,看到OP1,https://www.bilibili.com/read/cv26248340
Hj_,2023-08-30 22:35:15,狗空桑2887,479392772,看到OP1,https://www.bilibili.com/read/cv26113252
评,2023-08-18 13:46:06,蒙奇D张三桑切斯,510131301,看到第293话,https://www.bilibili.com/read/cv25832673
致博人的忍者历程,2023-08-13 08:05:49,东水凌霜,151161298,看到第136话,https://www.bilibili.com/read/cv25708845
“火影”   “忍者”,2023-08-08 05:00:10,松田夜助-,1917057408,看到第293话,https://www.bilibili.com/read/cv25588154
