title,time,up_name,up_uid,up_progress,url
齐灾的弹幕风气绝对是b站日漫中除了某学院以外最差的,2020-08-25 22:28:28,希德西德66,34082292,看到第8话,https://www.bilibili.com/read/cv7328701
个别仙王粉丝评分风气感人。,2020-02-15 13:09:58,billbill宅犬,413049332,看到第117话,https://www.bilibili.com/read/cv4690963
补分和对近日某作的一些看法,2020-07-09 21:29:24,乐事品客,36199900,看到第15话,https://www.bilibili.com/read/cv6709462
某些粉丝真的很不要脸,2020-04-11 11:27:02,带带摄政王,382334188,看到第1话,https://www.bilibili.com/read/cv5559880
恶意打一星的别混B站了,2020-03-01 10:38:19,啦啦啦酒嘻嘻嘻,31603707,看到第1话,https://www.bilibili.com/read/cv4899345
齐神真是太好看了,2020-03-09 16:55:21,天空的雷霆,13379157,看到第1话,https://www.bilibili.com/read/cv5031576
普通的超能力者的日常灾难~,2019-01-16 21:02:25,恪気,219928372,看到第78话,https://www.bilibili.com/read/cv1878516
齐木楠雄的灾难（2）哦呼～,2018-12-15 18:50:20,草没味1024,2512444,看到第111话,https://www.bilibili.com/read/cv1709705
世界级的宝藏，有多少人能挖掘出来呢？,2017-09-29 22:11:14,Drawings,3824005,看到第42话,https://www.bilibili.com/read/cv1606665
齐神赛高～⁽⁽ଘ( ˊᵕˋ )ଓ⁾⁾,2017-10-03 05:50:32,包子酱蒋,4410080,看到第81话,https://www.bilibili.com/read/cv1606677
