title,time,up_name,up_uid,up_progress,url
鬼灭之刃，一个让我多年未激动的心重新燃起来的动漫,2022-03-16 02:24:39,伴奏の友人a,19542621,看到第2话,https://www.bilibili.com/read/cv15678084
好看，并不王道的王道热血漫,2022-03-13 10:47:47,Mouz丶RoK,190599092,看到第4话,https://www.bilibili.com/read/cv15637508
还是那个一如既往的鬼灭,2022-03-13 01:00:37,無限大な暁笙,310795397,看到PV,https://www.bilibili.com/read/cv15634914
打戏很惊艳，短板很明显。,2022-03-12 20:31:18,坠雨落星辰,213921703,看到精彩剪辑5,https://www.bilibili.com/read/cv15631445
吐槽,2023-09-14 18:51:21,上古练气士,522470155,看到第10话,https://www.bilibili.com/read/cv26525402
优点单一但强大，缺点众多且显眼,2023-08-30 04:37:48,Five漠双羽,44066378,看到1上,https://www.bilibili.com/read/cv26091431
游郭篇 观后感,2023-06-30 21:40:01,士多卑梨熊,695710813,看到第11话,https://www.bilibili.com/read/cv24700213
剧情太垃圾逻辑不自洽,2023-06-18 01:07:02,茶泡饭加点盐,260723051,看到第7话,https://www.bilibili.com/read/cv24425389
赚钱嘛不寒碜,2023-06-16 00:16:10,糖糖不够䑙,26335487,看到精彩剪辑7,https://www.bilibili.com/read/cv24382227
不如剧场版一根,2022-05-03 19:14:43,Azuretimm,409221772,看到第10话,https://www.bilibili.com/read/cv16433688
