title,time,up_name,up_uid,up_progress,url
真心不错,2023-09-12 23:11:03,逍遥萌萌龙,321646641,看到第6话,https://www.bilibili.com/read/cv26488465
经典不再，但安心食用。,2023-09-04 15:48:59,云吞大魔王,17128684,看到第5话,https://www.bilibili.com/read/cv26299937
对老版与新版一些对比讨论的回应,2023-08-21 11:56:48,PONNENC,409648163,看到第2话,https://www.bilibili.com/read/cv25888606
哪怕没有情怀分，也值得好评,2023-08-15 14:02:45,适逢落叶,387119849,看到第3话,https://www.bilibili.com/read/cv25758427
《浪客剑心》佳句摘抄,2023-08-03 21:33:57,莫帕孙夜迪,73494219,看到第3话,https://www.bilibili.com/read/cv25499654
新作其实当做一部 怀旧作品看待，也不错,2023-08-08 10:05:07,影光咲月,8193593,看到第1话,https://www.bilibili.com/read/cv25592278
谈不上优秀，但绝对没有那么差,2023-08-06 09:39:38,lorailvegun,471343345,看到PV1,https://www.bilibili.com/read/cv25548852
简单对比,2023-08-04 14:28:03,GaagaaGAOOO,96977847,看到第3话,https://www.bilibili.com/read/cv25514787
观感,2023-08-03 22:07:58,gloomy-drak,1237154172,看到第3话,https://www.bilibili.com/read/cv25500328
