title,time,up_name,up_uid,up_progress,url
赛马娘ova第三集自己的一些看法,2023-08-21 08:01:21,倾城安阳,500431142,看到第3话,https://www.bilibili.com/read/cv25882023
关于巅峰之路观后感,2023-09-09 15:45:49,洛熙不是洛汐,412804098,看到第4话,https://www.bilibili.com/read/cv26416222
好看但是太短了！！！,2023-09-04 22:18:51,不绝望のC君,418342719,看到第4话,https://www.bilibili.com/read/cv26307861
可惜啊，四集还是太短了,2023-08-19 19:22:19,艾洛-阿钟,491080492,看到第2话,https://www.bilibili.com/read/cv25860246
赛马娘巅峰之路观看体验,2023-09-01 12:33:18,司空轩珠,22947016,看到第1话,https://www.bilibili.com/read/cv26241483
个人感觉因为篇幅太少了，有些人物刻画略有粗糙（但小问题不算问题，整体都非常棒）,2023-09-01 01:00:38,邓嘉奥好帅,1766295062,看到第4话,https://www.bilibili.com/read/cv26233286
好看但是略有不足,2023-08-24 22:07:39,nico--nico--ni--,385280108,看到第3话,https://www.bilibili.com/read/cv25978311
个人对于本作人物刻画的一些看法,2023-08-27 21:58:30,晚鑫吖,1220426303,看到第4话,https://www.bilibili.com/read/cv26038924
ウマ娘Web动画-Road To The Top,2023-08-21 21:33:35,望向天脉,489666010,看到第3话,https://www.bilibili.com/read/cv25901895
看动态知原因,2023-08-21 09:06:36,我的世界绝绝子B,1191360011,看到第1话,https://www.bilibili.com/read/cv25883087
