title,time,up_name,up_uid,up_progress,url
从乐手视角浅析《孤独摇滚》中的音乐知识与乐队心得,2022-11-13 23:39:25,Lyri-Kyunero,111072536,无观看记录,https://www.bilibili.com/read/cv19749043
[番截/GIF]《孤独摇滚！》,2022-11-13 22:38:34,Another_GHP,28098334,看到第3话,https://www.bilibili.com/read/cv19747673
【润色版】全力“唱谱”【孤独摇滚】：用磨平边缘的指尖来拥抱半径300mm的孤独,2023-01-15 23:44:33,留学生BoBo,246336,看到第4话,https://www.bilibili.com/read/cv21231234
（熟肉）为什么孤独摇滚重新定义了婆罗门？,2022-11-14 07:32:53,四十二目目,30323278,看到第3话,https://www.bilibili.com/read/cv19751210
偶尔感到共鸣，但更多的是嘲笑,2022-12-16 04:55:27,powhen,13759888,看到第6话,https://www.bilibili.com/read/cv20525666
【山田凉】热爱音乐到真吃草的硬核美少女，一个被叫怪人也会很兴奋的怪人,2023-09-09 08:31:52,晨瞳聊人物,1308645463,看到第8话,https://www.bilibili.com/read/cv26405611
摇滚青春与孤独,2022-11-14 02:40:05,恶意送评小朋友,283357188,看到第9话,https://www.bilibili.com/read/cv19750518
希望每一个波奇酱都能遇见自己的虹夏,2023-09-09 23:04:42,波奇酱呆死ki,667677780,看到第1话,https://www.bilibili.com/read/cv26423358
与灵魂产生共鸣的神作,2023-09-02 19:03:06,玥儿重拳出击,441365053,看到第2话,https://www.bilibili.com/read/cv26267793
看不了,2023-08-31 09:57:23,区区小梓喵,2027831612,看到第1话,https://www.bilibili.com/read/cv26213262
